Seed,Closest,Furthest,Average
6589,1558.0122,36579.63,17155.18
6590,1912.0737,39353.777,17163.223
6591,1893.8041,37599.465,16532.568
6592,1835.7902,37647.64,16585.135
6593,1288.4733,39766.76,18066.424
6594,1045.0997,37819.47,17716.414
6595,1265.536,38673.355,17577.264
6596,1443.2529,35756.31,17693.11
6597,1364.9974,38986.203,17427.334
6598,1578.4723,38259.46,17265.742
6599,1605.3796,38699.574,17035.9
6600,1564.3276,38915.51,17688.12
6601,1673.3077,35827.332,16827.098
6602,1538.5977,36545.59,17066.594
6603,1339.808,36943.17,17333.43
6604,1674.4135,36703.094,16817.014
6605,1605.0684,37920.2,18510.59
6606,1277.1027,37945.55,18077.37
6607,1446.6003,41331.11,18446.09
6608,1281.3025,38729.707,17813.299
6609,1467.9617,38873.246,16996.572
6610,943.2732,37135.02,17342.93
6611,1945.6841,38286.336,16599.232
6612,1936.3652,39792.66,18281.506
6613,1773.8882,33341.043,15814.134
6614,999.85126,38958.74,17519.9
6615,1614.786,37721.594,17102.201
6616,1226.7466,38230.805,17900.303
6617,1726.9436,38334.633,17427.182
6618,1355.6306,38558.258,17208.957
6619,964.3763,39406.207,17861.877
6620,1584.7931,40623.363,19232.053
6621,1541.9868,40150.055,18300.75
6622,1758.6803,36145.42,16026.364
6623,1597.5376,37415.203,17474.723
6624,1054.6406,40259.22,17659.217
6625,1570.3641,38230.08,17604.32
6626,2237.999,39213.766,18007.73
6627,1646.4358,38623,17874.758
6628,1474.9039,38191.566,18702.148
6629,1507.148,40213,18145.66
6630,1832.2036,40766.473,18180.424
6631,1513.7559,38959.145,17943.469
6632,1823.5132,39892.07,17465.63
6633,1658.3514,39657.266,18781.246
6634,1283.9113,36221.812,16405.584
6635,1479.2412,38997.184,17228.49
6636,1215.3533,37635.734,17051.2
6637,1432.6548,40617.113,18210.178
6638,1408.008,38129.227,17812.121
6639,1631.7288,38035.938,16766.91
6640,1555.1266,37233.156,17355.924
6641,1570.2201,38220.457,17342.594
6642,1447.8003,38374.96,17364.648
6643,1313.2227,38040.47,17735.164
6644,1653.8702,38336.926,17917.312
6645,1564.1638,41211.082,18807.023
6646,1025.717,37372.617,16882.928
6647,1555.3341,40244.64,18147.99
6648,1333.8292,39958.48,18312.81
6649,1769.7483,38049.555,17419.516
6650,1450.629,39201.184,16949.758
6651,1427.8247,38984.64,17285.887
6652,1208.9286,39868.297,17648.738
6653,1500.9016,36460.145,16108.576
6654,1741.3812,39576.465,18754.203
6655,1307.4816,39295.71,17190.473
6656,1511.3242,38805.99,17461.365
6657,1822.5662,34702.883,16288.748
6658,1532.3633,38484.25,17039.861
6659,1949.9401,39297.617,16472.875
6660,1857.5577,37046.58,16695.059
6661,1648.4763,37776.33,18303.64
6662,1402.1543,41246.67,18140.492
6663,1439.0239,37662.08,17134.43
6664,1754.5662,36745.668,16768.5
6665,1515.7865,36567.69,16935.219
6666,1566.0205,36318.203,16400.232
6667,1905.8722,38105.12,17147.979
6668,1445.0161,40006.812,17799.914
6669,1953.3622,37019.83,16303.772
6670,1237.4727,38906.992,18677.662
6671,1695.5314,39527.043,17590.37
6672,1578.2341,37927.473,18049.857
6673,1477.2241,36901.723,17411.209
6674,1981.9733,38582.61,17926.021
6675,1652.72,38713.27,17500.328
6676,1311.2877,38214.484,17258.477
6677,1909.646,36974.125,16096.415
6678,1372.0889,39468.062,17398.443
6679,1153.8989,39458.785,18105.256
6680,1540.0155,39119.203,16869.293
6681,1237.0803,37898.6,17904.31
6682,1437.0417,37013.344,17815.336
6683,1263.5764,36685.125,17227.85
6684,1134.8662,38450.39,18282.64
6685,1720.5225,39286.965,17169.148
6686,1752.3625,36858.887,16987.322
6687,1357.9868,35274.71,16181.67
6688,1403.8789,39764.957,17387.379
6689,1580.6829,37493.758,16604.84
6690,1265.6138,39160.715,16698.258
6691,2034.0673,36802.242,16826.025
6692,1494.359,38465.184,17778.018
6693,1799.106,38692.08,18540.46
6694,1398.3488,37278.523,18065.18
6695,1200.3198,38721.78,18117.63
6696,1894.8921,39102.79,17260.252
6697,1948.7396,36917.86,17180.812
6698,1545.8442,35401.473,16269.516
6699,1832.5488,38736.95,18199.398
6700,1262.4702,39459.543,17271.885
6701,1239.9318,37124.125,17040.031
6702,1608.6826,38408.17,17325.604
6703,1400.1198,39770.25,17556.252
6704,1815.6615,42135.99,18824.186
6705,1526.638,38301.477,17173.432
6706,1917.4701,38823.676,18148.643
6707,1279.8065,38792.215,17432.652
6708,1507.5872,37838.41,16304.348
6709,1655.3059,39489.895,17873.648
6710,2154.1936,36653.645,17100.32
6711,1301.171,38158.293,17027.686
6712,1471.9365,38685.82,17274.684
6713,1722.4448,39280.9,18426.656
6714,1402.6797,37209.473,17345.76
6715,1526.6556,38517.67,17294.701
6716,1799.166,38393.285,17680.334
6717,1472.3663,38771.277,17125.791
6718,1315.2633,38154.277,17673.715
6719,1381.8457,38825.04,17867.32
6720,1337.8511,38533.195,17983.373
6721,1579.3032,39948.574,18120.113
6722,1928.3002,38726.016,16509.115
6723,1299.962,37326.17,17827.26
6724,1606.5005,37793.777,16729.621
6725,1385.7322,38447.06,18540.84
6726,1800.967,40026.918,17312.465
6727,1891.278,37445.984,17930.654
6728,1680.3446,38528.727,17969.543
6729,1570.072,38629.457,17657.445
6730,1720.8529,39231.438,18672.635
6731,1661.4961,37946.492,17821.33
6732,1905.7609,39082.08,17584.174
6733,1654.2975,39557.61,18024.465
6734,1763.9631,38342.195,16355.632
6735,2057.0842,37749.36,16951.055
6736,1590.4618,36775.152,16345.701
6737,1486.3737,40567.76,18514.742
6738,983.54254,37851.105,17743.47
6739,1528.6041,38329.13,18036.348
6740,1713.843,39311.1,17554.5
6741,1490.2454,37036.57,16748.832
6742,1398.187,38281.934,16799.723
6743,1308.8826,40908.59,18609.252
6744,1156.001,39429.055,18772.135
6745,1661.4669,39074.055,18673.258
6746,1592.7185,38177.07,17329.992
6747,1121.4631,36522.2,17376.56
6748,1091.1417,38590.082,16883.527
6749,1612.439,36150.492,16416.14
6750,1959.704,38989.707,17961.477
6751,1284.5151,39216.58,17122.945
6752,1299.3936,39377.445,18256.406
6753,1142.6919,39691.137,17909.375
6754,1804.3647,39090.19,18303.752
6755,1451.8466,36058.395,16495.79
6756,1661.0575,39557.75,17391.133
6757,1694.9099,35145.434,15345.207
6758,1532.4498,37220.793,17039.342
6759,1435.56,37662.7,17445.291
6760,1794.1577,36726.35,16591.754
6761,1668.8359,38180.496,17557.357
6762,1467.2523,38604.805,17368.98
6763,1384.9381,38411.09,17904.646
6764,1401.0695,39678.984,17140.15
6765,1238.2769,40598.832,19219.285
6766,2053.7043,37663.86,15952.427
6767,1531.3081,36564.81,17506.654
6768,1696.4987,36204.645,17807.742
6769,1088.0057,39556.766,17146.586
6770,2012.401,36561.383,17379.41
6771,2055.6545,37885.02,17456.867
6772,1572.7554,35493.543,16775.58
6773,1399.7808,38823.625,17458.787
6774,1235.3651,38988.715,17533.52
6775,1415.8416,38876.383,17824.43
6776,1535.139,39255.973,18111.035
6777,1688.319,38679.29,17717.336
6778,1655.4458,38902.688,17999.39
6779,1542.1298,39983.48,18727.227
6780,1226.9135,39001.79,17275.44
6781,1528.4897,39787.36,18380.617
6782,1457.1694,36787.875,16937.982
6783,1873.0061,35397.06,16262.243
6784,1427.8118,39247.758,17318.156
6785,1634.4739,39871.86,17990.348
6786,1408.051,39524.855,17756.74
6787,1446.9841,38028.92,17621.479
6788,1808.9126,37555.086,17578.385
6789,1637.1406,36843.45,16951.684
6790,2187.7798,39142.15,18439.244
6791,1988.3284,39373.28,17692.086
6792,1303.926,38929.58,17678.57
6793,1291.364,38098.01,17420.412
6794,1451.0299,37586.316,17161.76
6795,1357.5061,32915.348,16197.34
6796,1952.9576,39358.965,17223.68
6797,1771.2301,38117.53,16749.594
6798,1535.992,38662.723,17404.773
6799,1737.8103,38380.6,17064.205
6800,1467.3403,40298.816,18146.79
6801,1080.6926,35291.312,16830.059
6802,1925.6884,37094.844,17831.691
6803,1801.851,39171.016,17581.244
6804,1377.1298,40294.777,17437.445
6805,1382.7205,39298.316,17927.197
6806,1367.8789,37756.56,17301.223
6807,1753.9504,38498.547,16907.967
6808,1399.8507,38923.164,17620.867
6809,1491.7925,38377.11,18281.242
6810,1524.4722,37047.344,16739.51
6811,1658.0298,36312.312,16139.507
6812,1111.4723,38210.027,17555.488
6813,1740.9983,38271.66,16666.848
6814,1945.7723,37423.01,18156.041
6815,1721.8527,34725.67,16224.692
6816,1686.6765,39565.355,16614.844
6817,1710.8605,39091.87,19150.574
6818,1104.9124,38963.684,17599.896
6819,1316.8364,38038.22,17007.078
6820,1628.5558,37828.266,17164.479
6821,1707.189,39202.38,17151.576
6822,1499.8309,38642.785,18748.754
6823,2141.2253,36810.51,17421.686
6824,1384.9473,39665.215,17712.527
6825,2070.5493,38614.73,17572.367
6826,1461.6685,37533.65,18460.844
6827,1689.9725,38001.434,17175.902
6828,1444.7765,37877.535,16858.865
6829,1416.5206,36846.992,16819.88
6830,1531.4666,35455.016,16963.82
6831,1945.4392,37711.953,18556.223
6832,1637.8654,38403.83,17680.936
6833,1956.6693,38182.53,17772.889
6834,1596.7502,37306.832,16947.105
6835,1380.617,36684.6,16332.873
6836,1598.2864,37582.945,17706.453
6837,1928.1515,36986.87,17318.65
6838,1543.16,40310.93,17218.916
6839,1373.181,37726.29,17915.795
6840,1822.1548,38739.195,16873.955
6841,1528.8069,38870.707,17681.314
6842,1390.6967,36112.438,17353.139
6843,1843.9722,39593.805,17783.44
6844,1074.2249,35547.297,16642.629
6845,1167.7305,34627.703,15931.306
6846,1951.2352,37733.594,17708.955
6847,1618.4152,38828.062,17364.752
6848,1278.6047,39397.637,17816.086
6849,1439.0996,38780.855,16961.293
6850,1426.2101,37549.535,17124.238
6851,1291.1462,38221.934,17176.908
6852,1909.0846,38424.824,17551.477
6853,1845.7732,37432.137,16998.873
6854,1808.185,36666.797,18421.523
6855,1479.1217,37745.28,18147.344
6856,1619.4117,40225.496,18320.38
6857,1538.7504,41531.902,18391.947
6858,1721.8876,38857.36,17733.023
6859,1353.9352,36288.582,17276.244
6860,1596.4835,39630.83,17352.207
6861,1736.6022,38512.82,17747.164
6862,1443.9838,39902.344,18103.367
6863,1511.2587,38067.145,17083.559
6864,1528.4434,38659.484,18459.184
6865,1440.803,36888.793,17415.574
6866,1640.5972,40306.758,17468.152
6867,1417.6362,36741.94,16137.663
6868,2133.107,38432.69,17433.227
6869,1391.0043,38311.297,16838.055
6870,1927.6532,37891.64,17401.2
6871,1411.8528,39345.062,17251.15
6872,1157.1049,38347.723,17006.273
6873,1648.0087,38541.17,16397.787
6874,1525.7081,39330.285,17591.43
6875,1382.9691,39506.17,18524.861
6876,1898.2849,37230.715,17199.963
6877,1615.6881,37664.297,16251.8125
6878,1184.0869,38704.746,18075.432
6879,1649.3859,39418.17,17618.291
6880,1527.207,39258.58,17887.484
6881,1944.8401,39602.684,17200.826
6882,1462.3549,37523.266,17293.871
6883,1403.1547,36224.418,17612.184
6884,1726.2654,38540.57,17876.29
6885,1434.5254,38174.215,17058.197
6886,2071.105,39415.086,18254.506
6887,1648.6094,38931.062,17600.418
6888,1818.5487,39634.926,18413.42
6889,1431.6254,37414.387,16654.414
6890,1360.0048,36004.5,17449.393
6891,1022.4495,39743.797,17512.791
6892,988.45074,38519.652,17709.178
6893,1457.4774,39649.773,18952.244
6894,1480.5851,38493.312,17598.295
6895,1557.6475,38216.492,17917.549
6896,2245.2344,39739.598,18202.213
6897,1604.1787,36331.977,16046.962
6898,1643.6721,38375.42,17814.225
6899,1609.3099,34184.906,15432.611
6900,1777.3287,35891.61,16627.008
6901,1243.1945,40163.46,18791.764
6902,1421.37,36917.453,17484.984
6903,1466.0613,39336.074,17117.865
6904,2088.4397,38881.195,17838.56
6905,1781.1294,36120.66,16934.148
6906,1846.9634,38058.797,17432.223
6907,1495.2333,39356.22,17593.242
6908,1598.2727,36522.445,16959.773
6909,1983.5862,40060.44,18277.352
6910,1727.0884,37810.008,17223.004
6911,1368.5737,40210.234,17643.32
6912,1523.3029,39287.047,18292.01
6913,2132.8557,37681.766,17467.123
6914,1268.3424,39244.84,16866.273
6915,1400.5472,35742.387,18300.338
6916,1935.6886,36048.055,17075.236
6917,1336.7363,37480.633,17139.152
6918,1446.6415,37193.633,17595.805
6919,1494.2327,34293.258,16865.98
6920,1842.9434,38889.65,18005.668
6921,1357.268,39650.297,17192.648
6922,1606.2108,38699.758,17086.77
6923,2344.8076,38429.492,17703.654
6924,1870.6263,39413.89,18149.984
6925,1717.7987,37114.453,17165.795
6926,1365.6714,38780.062,17642.314
6927,1440.9446,39283.45,17251.865
6928,1596.7994,36676.062,17639.854
6929,1327.3248,39241.266,17787.836
6930,1002.6299,37837.926,16338.522
6931,1693.1355,36953.4,17463.502
6932,1376.2202,37317.453,17115.97
6933,1571.1705,38320.31,18047.074
6934,1049.1057,39130.633,17432.754
6935,1184.7821,38113.082,17787.145
6936,1385.5673,39083.6,17869.973
6937,1432.2828,38442.453,17847.8
6938,1473.3733,37172.836,17092.736
6939,1534.2875,40142.31,17535.043
6940,1851.7252,39650.28,18627.877
6941,1137.4572,39278.008,16410.344
6942,1686.3739,40111.152,18084.844
6943,1409.83,39814.75,18477.133
6944,1920.5009,37848.688,16348.66
6945,1429.2429,36178.08,16395.426
6946,1737.6829,38178.02,17994.23
6947,1867.4642,37957.016,17548.484
6948,1661.2244,35853.785,17284.238
6949,1695.2133,39432.33,17141.197
6950,1523.0875,38696.42,17052.146
6951,1831.4292,37926.176,16769.217
6952,1209.2981,39041.785,18397.826
6953,1388.5176,39056.75,17921.596
6954,1582.5463,36363.65,16917.688
6955,1461.9578,35953.82,16154.915
6956,1674.5786,35972.812,17290.562
6957,1499.6313,38111.484,18274.186
6958,1275.1238,37508.418,17384.787
6959,1599.503,36745.39,16754.453
6960,1689.7913,38341.945,17500.953
6961,1758.3385,37186.688,17453.04
6962,1948.0132,37719.445,17284.387
6963,1449.2759,39010.508,17151.758
6964,1659.3696,40665.156,18582.422
6965,1753.892,35866.97,16841.758
6966,1330.2836,37399.17,16672.953
6967,1844.0033,40337.9,17417.225
6968,1945.2843,37937.36,16011.634
6969,1533.3291,38419.668,16981.309
6970,1489.7761,38614.758,17679.99
6971,1962.2405,38996.918,17545.996
6972,1728.4528,39205.562,17616.105
6973,1888.0494,39020.89,17833.846
6974,1835.1783,39104.055,17251.908
6975,2041.5234,40096.926,18216.834
6976,1957.8823,39240.535,17963.807
6977,1552.6501,39252.465,18441.75
6978,1776.9504,35872.395,17177.256
6979,1984.0232,36306.973,16182.328
6980,1096.0831,40306.715,19024.514
6981,1382.481,38996.547,18143.621
6982,1674.8706,37989.152,16890.074
6983,2384.1501,39534.723,16805.402
6984,1554.0726,37446.13,17053.93
6985,1590.4929,39224.73,18006.219
6986,1264.3999,38599.145,17067.832
6987,1472.0519,38269.73,17667.523
6988,1482.7826,38077.348,17509.455
6989,1766.728,36720.24,17957.822
6990,1989.0352,39707.723,17495.92
6991,1406.0966,38454.14,17410.107
6992,1117.1388,35119.035,16108.908
6993,1801.1523,39043.496,18824.014
6994,1925.224,37807.914,17066.047
6995,1715.7454,36626.5,16914.234
6996,1603.8422,38547.582,17706.865
6997,1731.1196,37505.047,17186.025
6998,1487.3275,38394.785,17910.867
6999,1484.9934,38231.207,16751.72
7000,1795.4735,39063.883,18735.479
7001,1196.075,37239.133,17644.521
7002,1688.3063,38955.67,17146.229
7003,1652.1493,39482.254,18423.32
7004,1541.8268,36230,16940.072
7005,1719.1632,39958.234,18110.307
7006,1690.0675,39069.934,17753.354
7007,1401.2635,38528.53,17047.428
7008,1697.9143,38385.07,17550.469
7009,1592.0585,36890.086,15923.989
7010,1363.0931,39473.8,17002.63
7011,1407.1909,39291.277,18173.758
7012,1769.638,38475.23,17650.3
7013,1774.7408,37868.137,17554.15
7014,1505.137,37703.242,17286.158
7015,1713.604,39390.098,18109.21
7016,1795.9406,40130.055,16951.805
7017,1849.769,36643.715,17304.992
7018,1566.1807,37907.63,17013.883
7019,1074.3954,37879.64,17143.633
7020,1632.8682,38793.74,16926.277
7021,1454.5248,37504.195,16859.287
7022,1661.5503,38636.465,18603.158
7023,1737.4259,37520.06,17365.34
7024,2396.3801,40211.477,17224.28
7025,1918.9917,36187.71,17042.834
7026,1211.0792,37306.035,17748.979
7027,1621.7394,36962.83,15988.029
7028,1614.6626,37582.2,16796.977
7029,1400.6506,36481.895,15538.681
7030,1260.5646,37074.297,17444.861
7031,1630.2943,40382.58,17401.586
7032,1324.7328,37665.543,17439.846
7033,2253.624,40309.168,18248.29
7034,1271.0988,39535.406,17606.479
7035,1162.1682,39840.797,18408.885
7036,1690.7628,38602.254,17682.092
7037,1432.7415,38522.645,17226.7
7038,1418.0022,39480.406,17676.582
7039,1436.8315,40094,18084.45
7040,1408.029,39172.41,17516.959
7041,1520.1908,39617.312,17813.975
7042,2213.6416,41048.93,18411.87
7043,1537.3413,38144.484,17306.102
7044,1021.66534,40784.754,17753.648
7045,2000.23,39120.27,17341.094
7046,1051.6492,37762.234,16823.316
7047,1738.8218,38937.863,17602.955
7048,1568.6475,40191.508,17770.152
7049,1811.5886,37912.2,16809.076
7050,1449.4302,39509.88,18535.791
7051,1853.1079,38840.906,17622.389
7052,1584.252,37793.16,16835.828
7053,1476.1298,37626.375,17530.186
7054,1583.5061,38641.86,16922.764
7055,1985.7642,39621.89,17600.305
7056,1236.7001,39684.16,17235.1
7057,1319.9263,37738.918,16639.18
7058,1794.2819,36372.555,16052.4375
7059,1505.0753,39768.82,18355.44
7060,1542.7612,38272.844,17147.986
7061,1956.1515,37786.945,17680.658
7062,1639.8494,36792.86,16451.008
7063,1627.057,39781.457,18506.273
7064,2118.6836,39743.203,18574.268
7065,1379.3856,39070.34,17895.61
7066,1926.685,36658.51,17352.412
7067,1668.436,37413.574,17454.879
7068,1493.2988,34646.402,16668.549
7069,1518.0731,39772.008,17758.742
7070,1496.7892,39769.324,18742.45
7071,1580.8914,38506.953,16154.302
7072,1569.2476,39254.797,18320.107
7073,2115.965,39494.254,17527.125
7074,1880.337,39097.254,17997.557
7075,1824.503,36374.2,17518.691
7076,1491.6737,39177.27,16973.738
7077,1425.9839,37263.133,16893
7078,1819.9272,39856.97,17456.143
7079,2096.3857,40643.875,17787.672
7080,1635.6597,38576.39,17027.727
7081,1436.9291,38938.703,17517.18
7082,1975.5933,38388.64,16940.102
7083,1477.6301,38988.715,17518.387
7084,1761.0906,39111.645,17519.008
7085,2051.5503,39327.31,16571.547
7086,1830.1665,38510.336,17439.523
7087,1539.1682,41961.52,18698.973
7088,1479.562,38548.76,17896.383
7089,1607.028,38565.555,16858.27
7090,1756.8044,37196.297,16822.646
7091,1637.7039,36697.402,16494.188
7092,1335.7036,40207.426,18600.793
7093,1674.5762,40296.71,17567.58
7094,1894.2073,39156.992,17159.719
7095,1725.7327,39698.547,17017.643
7096,1943.8073,40964.418,18905.85
7097,1957.2565,37587.55,17364.658
7098,1737.5717,38231.863,17042.277
7099,1381.0293,37189.047,15977.621
7100,1592.8048,40892.758,18167.691
7101,1000.0498,38679.668,17650.81
7102,1719.3329,38841.6,18298.34
7103,1574.6267,38732.297,17457.861
7104,1414.4369,40575.152,18468.086
7105,1614.2218,38996.633,17050.857
7106,1858.1007,38096.797,17865.033
7107,1385.1012,38019.375,17948.627
7108,1357.7499,39420.17,16973.984
7109,1183.403,37998.61,17505.836
7110,1415.0223,37583.285,17627.422
7111,887.22205,38756.953,18030.54
7112,1499.2417,36766.805,16782.65
7113,1760.029,37309.32,17187.846
7114,1670.8809,39918.16,18126.986
7115,1817.392,39245.08,17493.72
7116,1598.3392,39358.1,17967.389
7117,1519.5852,38782.688,17549.674
7118,1492.2272,39068.77,18432.21
7119,1321.8917,38984.562,17819.607
7120,1525.7255,39247.24,16774.635
7121,1146.1716,40531.555,18130.18
7122,1402.982,38637.816,17515.072
7123,1657.8218,39294.793,18061.586
7124,1212.0782,39487.97,17328.957
7125,1479.7455,39058.14,17883.129
7126,2045.98,39640.863,17710.27
7127,1194.1515,39832.965,18536.65
7128,1006.4594,35954.17,16813.719
7129,1695.5994,38404.543,17386.926
7130,1390.8024,39025.29,17889.684
7131,1093.9058,38653.008,17568.336
7132,1606.7266,38386.22,18388.6
7133,1505.6248,36945.383,17318.428
7134,1904.8173,38577.473,17716.297
7135,2147.2212,38457.145,16835.055
7136,1391.7368,38737.133,16806.402
7137,1897.2554,38712.04,18248.77
7138,1350.4512,38220.6,16491.332
7139,1545.4922,39110.14,16852.883
7140,1979.0377,38351.31,18189.73
7141,1617.8463,38793.453,16346.8125
7142,2049.6924,39370.977,17879.217
7143,1435.7657,37350.13,17717.053
7144,1518.7214,38414.82,17823.773
7145,1513.0571,39435.527,17644.066
7146,1586.3993,38432.715,17436.852
7147,1613.8197,38620.14,17308.998
7148,1938.0073,39844.13,18440.83
7149,1236.9612,39143.477,17514.127
7150,1754.1116,36858.715,17139.385
7151,1701.3892,40834.477,18076.053
7152,904.6401,39674.664,15943.364
7153,1123.6274,37996.305,18166.574
7154,1773.558,38944.953,18167.559
7155,1914.2042,40861.957,18639.95
7156,1386.5419,39847.26,18876.367
7157,1158.2769,39902.98,18331.982
7158,1879.3685,41089.883,18984.314
7159,1537.0145,40999.06,17343.223
7160,1825.4175,38970.832,17364.29
7161,1739.6667,40243.55,18596.104
7162,1688.6522,41875.582,18588.252
7163,1331.8687,38453.797,17795.04
7164,1667.1265,39601.535,17623.516
7165,1366.2832,38552.375,17946.129
7166,1663.2905,39274.652,17460.775
7167,1490.7723,38377.27,16955.203
7168,2016.7762,38550.33,17385.082
7169,1505.5077,34348.164,15857.714
7170,1312.0308,33977.312,17042.584
7171,1638.1118,38637.32,16775.838
7172,2039.9952,39809.703,17987.113
7173,1456.1099,35693.86,17303.236
7174,1647.5182,37771.316,17491.666
7175,1598.6722,40618.508,18480.361
7176,1808.2723,39088.42,17790.354
7177,1784.2103,35292.17,16408.305
7178,1377.2775,38971.418,17890.445
7179,1699.0562,39331.324,17551.646
7180,1580.2124,38859.484,16710.686
7181,1598.8094,39527.207,17399.7
7182,1674.6908,38602.242,17418.717
7183,1651.9242,39945.535,18191.57
7184,2095.9905,36328.48,15847.995
7185,1295.0719,39692.53,18319.797
7186,1315.97,39737.84,18174.59
7187,1277.4102,39195.23,17636.082
7188,1319.3501,37131.89,16676.213
7189,1477.7162,38947.066,17936.977
7190,1635.1367,38133.484,17329.29
7191,1642.0891,37258.973,17116.742
7192,1411.6788,40337.48,18899.389
7193,1691.9805,39314.75,17617.883
7194,1233.6273,39900.777,18509.691
7195,1876.918,39820.332,18378.824
7196,1343.2303,36776.598,16059.785
7197,1290.8894,38597.074,18295.227
7198,1631.7046,40301.867,17757.398
7199,1542.0729,38875.09,18106.744
7200,2184.636,40395.75,18814.492
7201,1525.3402,38134.266,17230.744
7202,1375.5835,41810.434,18148.586
7203,1776.8848,38574.04,17614.453
7204,1598.0083,38304.92,16759.395
7205,1117.1731,36652.887,16275.351
7206,1599.337,39316.23,17643.7
7207,1880.0376,39658.184,17958.39
7208,2000.972,38651.066,17605.828
7209,1940.9174,37707.723,17463.492
7210,1410.287,37002.516,17296.816
7211,1859.2335,39742.336,18699.625
7212,1882.2927,38709.09,17859.326
7213,1696.689,38935.67,17555.863
7214,1739.4487,38301.375,17234.115
7215,1343.8977,38331.457,17309.562
7216,1974.153,40516.605,17023.676
7217,1332.7241,35141.37,16649.604
7218,1607.1692,38770.71,17797.852
7219,1591.4093,39123.78,17540.781
7220,1074.2773,36537.926,17119.451
7221,1094.6749,35266.34,14933.474
7222,1276.3186,38602.81,17628.838
7223,1302.1702,39079.11,17542.506
7224,1228.9883,37891.906,17341.012
7225,2101.9836,36119.914,17328.07
7226,1389.064,38999.31,17033.023
7227,1606.041,39445.33,18162.23
7228,1679.8286,40825.543,18275.56
7229,1027.091,39389.14,17379.668
7230,1789.62,34163.625,15853.933
7231,1928.3724,39556.93,17192.611
7232,1304.6569,39789.797,17748.904
7233,2057.4873,39953.51,17958.17
7234,1923.9501,38868.73,17930.727
7235,1297.9438,37640.09,16782.844
7236,1895.743,40090.695,17787.852
7237,1439.731,39422.277,18194.111
7238,1437.255,37506.215,17142.898
7239,1260.7427,35618.57,16392.514
7240,1933.1202,38821.977,17288.033
7241,1824.2494,37693.484,17495.615
7242,1409.5358,39003.418,17833
7243,1491.7499,39077.297,17528.053
7244,1116.8682,39429.027,17743.754
7245,1307.1161,36863.86,17099.855
7246,1710.1807,39821.53,17671.547
7247,2138.0188,39905.477,18852.121
7248,2285.6785,40118.05,17920.623
7249,1596.877,33846.63,16584.135
7250,1809.9711,37374.285,16495.633
7251,1591.4233,39032.43,17773.607
7252,1356.8672,37745.305,18309.287
7253,2687.9048,39818.203,17538.225
7254,1640.2327,38678.605,17910.168
7255,1387.6467,38567.336,17889.695
7256,1712.9468,39283.11,17412.7
7257,1722.324,36627.33,16562.133
7258,1905.5577,36777.453,17127.404
7259,2196.8289,38918.703,18092.535
7260,1434.7301,36984.43,17284.186
7261,1457.0995,34002.715,16180.871
7262,1965.3203,38986.64,17135.996
7263,1897.1127,35222.734,16612.14
7264,1249.0088,40315.023,17437.096
7265,1300.7279,37964.13,18022.062
7266,1712.1466,38999.254,17471.781
7267,2310.335,38990.453,17745.861
7268,1435.5287,35922.812,16979.953
7269,2137.936,36593.77,17042.281
7270,1339.6753,38898.703,17352.576
7271,1514.6304,37749.39,18460.842
7272,1278.1245,37182.223,17490.977
7273,1699.5812,40486.8,17713.092
7274,1874.6766,38156.664,17187.195
7275,1475.1354,35953.242,16226.6875
7276,1976.683,37998.27,17192.92
7277,1652.2456,38916.027,17540.14
7278,1129.5966,37690.49,17398.215
7279,1796.0178,36949,17032.225
7280,1325.2782,39923.67,17882.414
7281,1285.3257,38540.58,17391.598
7282,1044.5137,38484.098,17682.754
7283,1738.5555,39454.45,16957.53
7284,1649.061,37687.844,17702.727
7285,1479.2098,39348.266,17867.217
7286,1702.5591,36840.816,16782.854
7287,1419.2856,36584.234,16670.15
7288,1704.9048,41244.58,18330.248
7289,1399.2566,37693.56,16796.312
7290,1660.6537,35827.188,16358.984
7291,1464.5607,35614.37,16654.326
7292,1594.2686,39983.355,18460.555
7293,1558.363,36148.273,17124.121
7294,1210.8488,39984.27,18423.441
7295,844.18304,38734.516,16854.57
7296,1115.2803,37491.53,17199.236
7297,1891.5957,37515.332,17695.482
7298,1640.7844,38117.35,17298.303
7299,1617.4949,40111.8,17996.016
7300,2120.122,40434.957,17055.094
7301,1432.9073,35373.973,16293.145
7302,1465.4202,38774.047,17207.598
7303,1107.3673,39689.88,18603.477
7304,1623.3733,37111.84,17070.516
7305,1789.3363,40301.555,18535.518
7306,2266.0432,40695.934,17685.223
7307,1490.9673,38317.746,17466.477
7308,1820.1616,37355.984,16965.664
7309,1528.0464,36489.434,16810.84
7310,1766.4037,38549.34,17380.287
7311,2023.2405,37750.152,17753.191
7312,1559.3033,39250.793,18166.814
7313,999.27484,37597.344,17866.838
7314,1902.327,38031.703,17734.275
7315,1633.8494,39001.41,17315.758
7316,1277.1002,40067.516,18149.516
7317,1373.8184,39301.824,17551.91
7318,1467.9169,38907.715,16990.37
7319,1414.2544,37354.395,16278.913
7320,1395.659,38120.41,17969.611
7321,1595.8217,36914.49,17392.51
7322,2100.1926,39456.047,18372.098
7323,2272.3064,36835.91,17163.79
7324,1116.6362,37510.49,17600.398
7325,1457.6665,33446.008,16595.242
7326,1262.3666,38203.44,17913.053
7327,1720.6823,33902.95,16012.585
7328,1205.0232,36209.402,16005.719
7329,1201.9456,38039.617,16357.545
7330,1597.2648,38595.02,16733.043
