Seed,Closest,Furthest,Average
1901,1502.19,41130.34,17968.875
1902,1423.667,39260.547,18605.54
1903,1645.656,38375.77,17778.729
1904,1041.1417,39365.74,18441.354
1905,1814.4302,38087.13,16455.207
1906,1760.3042,39016.598,17849.117
1907,1572.5562,40087.562,19192.117
1908,1322.0161,37149.984,16164.098
1909,1168.3041,38629.293,18202.506
1910,1630.5693,38363.266,17329.365
1911,1566.8418,38129.246,17478.197
1912,1312.204,38678.33,17810.938
1913,1311.286,39955.625,18436.084
1914,1243.4998,38409.465,17397.31
1915,1567.4392,37857.273,17454.01
1916,1677.5493,37527.348,17216.686
1917,1445.2506,37411.633,17562.96
1918,2043.477,37139.01,16323.082
1919,905.50464,40089.234,17826.084
1920,1347.758,37903.062,17807.402
1921,930.1848,39712.973,17976.572
1922,1374.9401,39708.29,17893.326
1923,1623.2642,37228.715,16852.537
1924,1964.2687,38619.5,17274.578
1925,1538.6536,37673.707,17469.502
1926,1654.0336,38735.637,18763.715
1927,1976.5042,40139.67,18571.408
1928,1750.2067,37103.17,18037.48
1929,1380.8352,38715.5,17816.814
1930,1377.2003,37251.406,17463.783
1931,2133.1592,37703.62,16751.54
1932,1402.1294,37024.37,16999.658
1933,1799.1837,38722.38,17854.004
1934,1664.1864,40439.89,17308.938
1935,998.286,37227.934,16281.257
1936,2090.7148,36646.87,17277.691
1937,1086.4872,38555.1,17702.912
1938,1546.5552,38592.207,17658.492
1939,1071.0065,38161.203,18074.547
1940,1609.4509,39642.27,17481.607
1941,1450.6805,37529.816,17056.46
1942,1388.3877,38320.348,17121.773
1943,1565.0413,35942.6,16792.43
1944,1342.6011,39156.613,17798.846
1945,975.00226,35988.08,16421.2
1946,1320.6239,37945.145,17943.152
1947,1446.3865,37559.625,17047.852
1948,1333.1663,39341.594,17518.697
1949,1467.3099,35426.395,16575.305
1950,2004.36,39289.875,18261.094
1951,1391.8723,36560.016,16979.346
1952,1179.317,37294.01,17279.273
1953,1789.3267,40563.79,18502.242
1954,1328.0763,39853.336,17874.854
1955,1359.7876,39013.152,16959.418
1956,1607.9116,37382.348,17323.916
1957,1364.627,38611.33,17457.979
1958,1563.7137,37974.027,17261.135
1959,1586.4885,37968.098,17265.54
1960,1691.2509,39048.832,18140.896
1961,1900.0865,35933.344,16961.082
1962,1581.4883,39121.797,16931.598
1963,2078.8467,39635.902,18391.809
1964,1417.2609,38637.766,17864.316
1965,1334.2378,37640.316,17224.24
1966,1785.5522,37674.098,18032.666
1967,1669.214,38638.64,16825.004
1968,1795.0548,39165.414,17770.406
1969,955.4104,39231.574,17045.555
1970,2017.8268,36785.48,16951.477
1971,1490.9343,39245.312,17901.379
1972,1758.2078,35741.324,17163.365
1973,1908.2966,40107.85,19027.91
1974,1544.0675,39706.277,18065.775
1975,1206.8058,39079.953,17518.979
1976,1626.7251,40044.766,17831.746
1977,1462.114,40057.88,19035.47
1978,1050.089,37724.188,16785.46
1979,1891.5123,36285.52,17128.768
1980,1162.2235,39364.77,17818.11
1981,1591.4701,39813.562,17560.62
1982,1700.4971,39176.94,17421.992
1983,1069.5286,39572.824,18132.541
1984,1640.1729,38960.52,17842.11
1985,1859.9928,36836.58,17617.023
1986,1848.52,38524.664,17099.62
1987,2295.4553,40039.312,17943.271
1988,1635.5826,40672.758,17500.428
1989,1837.2622,40885.13,17217.293
1990,1784.1615,37612.75,16798.416
1991,2035.5052,38514.582,17606.168
1992,2457.8247,38842.375,16940.252
1993,1364.7126,40465.312,18351.65
1994,1485.8478,39391.18,17629.46
1995,1264.9584,38641.047,16823.357
1996,1271.7849,41112.45,18042.906
1997,1208.6749,38649.676,17165.393
1998,1839.1289,36723.297,17575.469
1999,1228.7578,39686.703,17378.918
2000,1315.3346,38296.227,17066.73
2001,1896.3984,39342.605,17162.113
2002,1278.2545,38395.656,17236.96
2003,1332.8094,37367.547,18038.736
2004,1293.186,38422.97,16935.955
2005,1483.396,38211.035,16308.863
2006,1452.1139,38630.668,18225.137
2007,1307.8737,39158.605,17707.541
2008,1708.9121,37442.47,16957.186
2009,1878.4314,40224.047,17609.656
2010,1462.8184,38603.957,17882.98
2011,1210.7131,36767.484,16874.459
2012,1245.3989,37498.477,17675.91
2013,1474.799,40181.027,18234.178
2014,1489.7223,39758.47,17421.523
2015,1527.6322,38970.375,18302.81
2016,2228.7583,38783.008,17665.555
2017,1533.4893,39873.664,18102.05
2018,1973.228,35425.93,16807.037
2019,1860.9333,40322.15,17250.197
2020,1599.0525,36730.55,17287.795
2021,1090.597,35413.67,16348.705
2022,1390.6227,40123.66,17892.697
2023,1611.477,39555.86,17128.986
2024,1256.8246,39999.63,17766.664
2025,1433.7617,40631.402,18507.846
2026,1370.1588,39227.17,17366.553
2027,1190.8301,40238.844,18338.834
2028,1422.9485,38286.637,16887.684
2029,1247.2329,40368.027,17345.613
2030,1687.3405,38101.348,16602.086
2031,1998.5187,38735.996,18171.346
2032,1687.9097,37411.777,16637.562
2033,2029.8474,37880.406,17770.564
2034,1604.0924,40757.586,18190.754
2035,2122.5417,36216.453,16773.182
2036,1051.2913,39634.77,18663.49
2037,1309.6161,39833.242,17818.562
2038,1771.1401,39474.242,17288.959
2039,1398.1425,37725.29,17206.855
2040,1455.0564,36130.594,16964.293
2041,1705.4553,38145.508,16656.633
2042,1661.4312,39571.457,17933.822
2043,2149.2058,37912.945,17960.21
2044,1294.3387,35570.195,17505.738
2045,1408.3112,38872.05,17529.547
2046,983.3333,39692.527,17936.408
2047,1386.6166,40771.953,18183.12
2048,1613.8535,38955.56,16657.234
2049,1496.9362,39810.703,17369.527
2050,1614.3506,39547.59,17366.643
2051,1366.5671,39015.82,17893.82
2052,1601.7787,38634.098,17166.53
2053,1578.4409,38864.273,17307.014
2054,1383.7942,38616.434,17755.715
2055,1611.7104,38683.703,17130.725
2056,1293.0092,36737.766,16686.902
2057,1565.0059,38909.703,18455.695
2058,1384.2314,36213.25,16563.281
2059,1636.8364,36116.2,16833.828
2060,1596.1194,35927.984,16005.067
2061,1843.2559,38095.965,17609.588
2062,1515.4331,37131.13,17885.725
2063,1159.3219,38666.125,17211.064
2064,1152.1654,38348.055,18114.854
2065,1744.2461,40194.887,18200.846
2066,1438.4696,37763.387,17384.48
2067,1867.6128,37460.97,17132.547
2068,1883.2782,38722.824,17527.365
2069,1396.6873,40404.453,18359.072
2070,1447.9464,37405.723,18175.633
2071,1876.7444,37121.88,17398.045
2072,1530.0344,37350.145,16829.285
2073,1235.02,36860.39,16317.397
2074,1269.9103,37405.785,17259.078
2075,1214.1304,39397.758,17628.037
2076,1320.8466,35629.43,16529.844
2077,1496.7914,37894.535,18419.32
2078,1588.1631,35784.723,16877.814
2079,2169.349,38630.582,17453.445
2080,1612.6967,40751.324,18761.742
2081,1535.7429,40719.285,17003.258
2082,1904.4634,39150.707,17387.344
2083,1705.2446,38853.33,18102.459
2084,1127.1685,38677.348,17395.492
2085,1554.5956,38427.08,17436.72
2086,1412.6176,39217.133,18106.479
2087,1235.5905,39594.902,18023.014
2088,1267.7855,36948.38,16781.75
2089,1434.1703,39066.203,18017.18
2090,1332.4254,36709.79,17176.467
2091,1276.5143,40181.598,18377.406
2092,1400.2141,38101.44,16994.203
2093,1568.5673,36807.215,17350.707
2094,1431.8197,38198.523,17484.29
2095,1769.6711,38968.08,17351.287
2096,1320.0243,37223.53,18262.166
2097,2167.2334,40396.895,18323.297
2098,1592.786,38615.2,17420.197
2099,1468.7637,38837.61,16648.172
2100,1772.9891,38431.48,16948.457
2101,1876.3485,35473.25,16174.991
2102,1653.6046,38542,17243.133
2103,1208.2698,34136.895,16037.176
2104,1587.3379,39137.48,17961.268
2105,1701.9358,39786.02,18282.836
2106,1559.7816,38955.08,18036.54
2107,1100.95,38805.33,17751.633
2108,1933.4204,39199.14,17841.498
2109,2032.1528,39308.453,17878.201
2110,1852.7029,38889.035,17786.865
2111,1990.8156,38659.742,16895.76
2112,1843.9208,37445.14,17267.242
2113,1579.4691,37575.453,16405.574
2114,1277.934,37093.89,16850.197
2115,1454.5022,39444.625,18126.701
2116,1495.0332,36030.89,17031.43
2117,1950.4857,38293.703,17465.588
2118,1550.3713,39941.84,17611.34
2119,1562.5221,40517.5,17288.438
2120,1177.9656,37176.33,16548.309
2121,1694.0042,38794.527,17889.781
2122,1895.8876,38820.715,16899.531
2123,1561.2047,39877.387,18048.104
2124,1550.132,37641.145,17354.389
2125,1905.9423,38809.895,18641.348
2126,1397.9944,39921.62,18556.541
2127,1485.1263,40623.125,17472.492
2128,2078.9558,37356.387,17590.697
2129,1689.196,40258.57,17181.559
2130,1368.9211,36725.113,17198.99
2131,2181.6147,38265.39,17216.922
2132,1371.5482,36449.4,16607.723
2133,1624.4897,39952.67,19516.174
2134,1870.5963,37175.97,17452.387
2135,1427.4995,40287.47,18935.146
2136,1833.8728,38707.086,17557.879
2137,1285.4076,38732.668,17703.48
2138,1762.3931,37401.645,16686.848
2139,1215.3488,39556.3,18894.086
2140,1493.4182,38588.445,17372.383
2141,1528.1692,39113.2,17840.123
2142,1701.3456,38287.797,17852.91
2143,1177.6113,39062.508,18289.877
2144,1824.4885,39274.09,17814.635
2145,1363.2551,39173.984,18177.174
2146,1414.6042,38755.766,17045.68
2147,1479.0392,37050.797,16721.086
2148,1636.0438,39954.434,17832.682
2149,1912.6917,40022.285,18796.023
2150,1642.3453,40090.984,18170.078
2151,1056.293,39332.145,18538.174
2152,1633.7645,38787.973,17518.326
2153,1749.3053,38784.164,16092.355
2154,1483.394,36880.664,17917.236
2155,1795.9972,38401.777,17542.82
2156,1259.807,37455.57,17857.232
2157,1459.6642,37456.953,17283.775
2158,1794.8109,37529.33,17133.451
2159,1451.6464,38595.695,17362.447
2160,2393.815,37255.973,17595.537
2161,1761.7864,40050.742,17872.309
2162,1452.8033,39379.36,17696.496
2163,1931.4143,38600,17436.877
2164,1856.771,36886.58,17080.104
2165,1200.2292,39188.336,18015.867
2166,1416.0813,37756.492,17429.447
2167,1836.7925,40277.574,17233.615
2168,1962.906,37987.83,17691.336
2169,1727.8745,37434.17,16637.832
2170,1495.3608,37396.574,17769.178
2171,1250.4573,38339.934,16766.879
2172,1137.605,39033.92,17682.336
2173,1332.4456,38861.652,18667.367
2174,1634.4155,40418.14,17847.422
2175,1552.7463,36899.34,17511.928
2176,1562.5979,36974.96,16803.303
2177,1471.2439,40315.15,17421.215
2178,1201.321,39561.387,17577.363
2179,1419.1112,35038.984,16374.201
2180,2095.2278,37775.547,17472.055
2181,1495.0393,38535.15,17372.53
2182,1184.1704,37028.15,17061.074
2183,1270.7051,35551.973,17045.78
2184,1633.5084,40220.297,18015.908
2185,2094.3408,39594.65,18595.51
2186,1226.6499,35665.59,16173.611
2187,1312.9937,35589.316,16578.197
2188,1167.8788,39143.547,17598.912
2189,1693.2004,38428.496,17616.617
2190,1492.9076,39742.32,17424.385
2191,1597.6794,38934.555,18150.826
2192,1594.2107,38277.89,18195.912
2193,1956.1646,39363.332,17198.646
2194,1769.1549,35182.953,16869.785
2195,1727.3154,41400.934,17826.37
2196,1480.9163,37394.934,17357.771
2197,1501.813,38144.277,16887.55
2198,1325.4558,38751.37,18312.21
2199,1586.855,37541.527,16824.814
2200,1524.7689,37451.684,17019.885
2201,1449.1099,39965.23,18282.03
2202,2250.5256,38967.504,17691.91
2203,1351.0076,37410.734,16692.979
2204,1022.5765,34859.668,17171.664
2205,1531.8114,39728.86,18214.477
2206,1256.406,40513.047,17093.887
2207,2127.254,39083.52,18668.955
2208,1665.294,37969.7,17350.39
2209,1633.4403,39078.42,17753.13
2210,1451.1211,39916.57,17917.182
2211,1919.7904,37590.664,17029.328
2212,1514.5416,34871.645,16708.219
2213,1498.6509,39695.395,18290.85
2214,1307.7913,38859.133,16597.012
2215,1144.7247,37335.92,17457.723
2216,2029.9768,40600.13,16830.396
2217,1657.0627,39764.63,17575.434
2218,1268.207,38795.09,17622.895
2219,1324.1405,37300.152,16543.71
2220,1691.1309,38013.46,17571.31
2221,992.5469,39294.973,17702.586
2222,1658.6516,35927.168,17559.875
2223,1602.5419,39553.273,17066.697
2224,1124.4546,38024.855,16992.615
2225,1574.7437,40141.043,16742.777
2226,2146.5803,37272.902,17942.03
2227,2076.995,39689.58,18497.57
2228,1578.7023,37787.965,18216.977
2229,1956.6584,39617.055,18366.088
2230,1228.3776,37142.516,16698.613
2231,954.1341,37886.453,16182.5205
2232,1632.9796,36956.574,17230.373
2233,1385.3679,41147.08,17594.477
2234,1084.8405,37918.74,16709.664
2235,1493.7224,37666.98,17182.727
2236,1485.9243,38152.4,18568.617
2237,1883.8284,38141.78,17496.607
2238,1168.9309,34886.164,16202.594
2239,1627.5026,39809.625,18011.152
2240,2045.9692,38489.72,16975.69
2241,1846.0577,38680.645,16685.973
2242,1287.4286,39422.42,17769.324
2243,1936.4241,37642.402,17955.46
2244,1003.5126,41351.92,18692.93
2245,1744.4434,37806.484,18128.133
2246,1920.3262,37851.17,17792.27
2247,1543.0042,37584.32,17336.496
2248,1859.6802,41338.047,18305.664
2249,1906.981,38194.973,16642.408
2250,1539.1937,38678.832,17565.059
2251,1897.8761,38571.85,17597.666
2252,1844.4534,37317.984,16908.791
2253,1661.0723,37909.56,16583.25
2254,1534.8225,39941.457,18476.584
2255,1316.6696,37959.504,16923.545
2256,1869.9683,37958.375,16923.031
2257,1749.3717,38161.53,17803.834
2258,1467.6589,38122.367,18158.451
2259,1330.5842,35749.363,17194.684
2260,1672.8032,38520.742,17773.898
2261,1378.3959,36430.89,17071.273
2262,1488.2977,35269.01,16906.305
2263,1631.1531,35346.92,16881.887
2264,1568.4141,35584.305,16132.953
2265,1847.875,37501.89,18042.969
2266,1299.5797,38632.27,18204.318
2267,1297.3123,35405.957,16629.215
2268,1512.6373,36928.28,18436.037
2269,1437.216,32260.889,15564.043
2270,1525.1237,40195.15,18614.322
2271,1552.7201,39043.883,17580.82
2272,1003.48566,39858.348,16664.527
2273,1905.0876,39222.977,17664.795
2274,1431.0164,37580.953,16329.045
2275,1551.7527,39657.086,17878.947
2276,1487.9462,38608.297,18090.316
2277,1219.3854,38724.516,18139.914
2278,1295.9774,37505.56,17487.717
2279,1267.0018,37910.844,17256.322
2280,1797.3876,39910.4,18287.66
2281,1187.939,39301.42,18454.895
2282,1856.1719,38695.684,16802.572
2283,1507.2285,40622.543,18746.646
2284,1375.0281,37890.16,17532.951
2285,2052.6462,38650.6,16912.686
2286,1569.4642,36946.82,17253.54
2287,2117.9333,36496.332,16616.574
2288,1006.24426,37326.867,16573.943
2289,1869.4579,38237.906,17770.701
2290,1714.2015,39145.785,17283.95
2291,1305.1158,39384.547,17928.023
2292,1638.3407,38426.082,17338.895
2293,1710.458,38715.527,17939.316
2294,1661.5054,37277.83,16274.48
2295,1777.0929,38622.52,18004.152
2296,1329.6863,38669.465,17346.18
2297,1956.6705,38999.37,17582.064
2298,1853.6256,39505.984,17854.709
2299,1556.9637,39090.64,17124.857
2300,2042.1699,38963.52,17842.898
2301,1528.1464,35609.32,16377.488
2302,1435.2544,38259.016,18210.393
2303,1682.3246,36830.86,17271.266
2304,1731.711,40241.348,17751.184
2305,1369.2498,38464.746,16917.71
2306,1779.5015,37077.395,16676.201
2307,1945.0645,36363.484,16650.982
2308,1589.2651,39091.98,17669.283
2309,1519.1696,37088.016,15635.788
2310,1630.4075,36123.062,16543.926
2311,1404.4683,39094.203,17265.543
2312,1595.5735,38184.555,17630.281
2313,1473.1024,38000.957,16667
2314,1306.2135,38702.754,17503.148
2315,1739.0312,36204.586,17336.719
2316,1632.7303,39258.766,17523.836
2317,1697.1002,37248.57,17568.46
2318,1775.7594,38933.29,17045.162
2319,1588.8403,40318.758,17551.973
2320,1952.5189,38901.54,17431.938
2321,1487.6959,38068.68,16562.562
2322,1662.7648,39928.633,17801.523
2323,1329.2037,39576.42,17498.686
2324,1434.4625,38508.64,17118.996
2325,1583.339,36281.473,16374.886
2326,2042.9729,38028.5,17647.957
2327,1340.1394,38713.438,18238.354
2328,1481.2466,39647.758,18027.867
2329,1465.6583,35391.08,16300.427
2330,1479.4116,39374.67,17299.885
2331,1613.7064,39217.29,17943.672
2332,1768.1217,38388.645,17561.645
2333,1059.315,37725.64,17257.277
2334,1569.2565,38057.426,16997.264
2335,1540.4526,38130.39,17083.576
2336,1652.9255,37037.82,17291.068
2337,1378.5504,39207.582,17910.371
2338,1706.4666,33763.418,15033.078
2339,1290.2817,38301.816,16435.023
2340,1918.3761,36863.17,17152.348
2341,1394.6462,36431.95,17040.166
2342,2073.649,38743.004,17190.578
2343,1514.1205,37623.04,18142.082
2344,1565.232,36065.68,17329.021
2345,1510.3948,38309.58,16724.023
2346,1756.1837,39105.242,16907.328
2347,1293.0121,39749.312,18903.285
2348,1347.8236,39790.91,17809.426
2349,1529.7891,38351.047,16615.473
2350,1647.954,34685.66,16604.504
2351,1006.80695,39407.43,17215.174
2352,1207.7511,37467.57,16825.635
2353,1500.5898,38809.445,17457.365
2354,1709.8214,40772.156,18346.54
2355,1460.708,33601.074,15302.016
2356,1688.0645,36172.49,17325.371
2357,1697.1172,37274.234,17041.055
2358,1496.4806,37615.08,18936.844
2359,1550.0619,36565.203,16800.102
2360,1790.2303,35794.55,16235.951
2361,1575.4873,35696.113,16321.851
2362,2065.2341,38041.367,17482.08
2363,1385.0967,39043.6,17548.438
2364,1510.6738,37263.42,17335.467
2365,1296.742,38643.305,17982.201
2366,1195.1256,35690.81,17819.33
2367,1015.6415,39329.61,17113.79
2368,1404.9717,40636.36,17711.348
2369,1514.2567,39220.81,17552.523
2370,1729.7899,37204.71,17254.178
2371,1464.2511,38390.89,17315.635
2372,1467.3344,38237.977,17044.146
2373,1360.2048,39119.57,17838.023
2374,1422.4877,38398.81,18160.16
2375,1961.5112,41036.035,18131.252
2376,2127.7512,38368.582,17762.51
2377,1992.508,38225.297,18266.45
2378,1544.4188,38761.52,17739.203
2379,1808.8937,39536.89,16963.578
2380,1390.8387,38594.44,16913.824
2381,1573.4302,37976.52,17621.11
2382,1790.9935,38508.355,17569.803
2383,1470.5266,40262.016,18110.42
2384,1809.7942,38173.43,17660.955
2385,1612.8685,40081.418,16898.145
2386,1733.107,39443.92,17449.559
2387,1681.2751,39151.953,18106.752
2388,1556.187,38777.285,17261.023
2389,1230.7394,40172.59,18224.205
2390,1711.8329,37551.055,17771.691
2391,1218.6627,37468.938,17328.365
2392,2032.9412,39317.19,18330.723
2393,1325.8503,39636.32,18207.832
2394,1603.2587,37431.87,17944.36
2395,1527.7026,35926.617,16237.757
2396,1194.4062,38463.902,17969.871
2397,1259.7313,36122.984,17728.91
2398,1685.6152,36821.785,17399.006
2399,1622.3369,36180.777,16895.135
2400,1277.6401,38444.688,16894.174
2401,1778.6713,40485.55,18407.879
2402,1534.4835,39276.64,17306.883
2403,1716.4567,37172.67,17534.455
2404,1760.137,38846.64,17364.867
2405,1169.2416,39068.438,17771.424
2406,1639.1356,37344.996,16813.084
2407,1271.4921,40756.17,17924.533
2408,1190.5254,39495.793,18089.598
2409,1593.1642,35821.234,16306.656
2410,1169.9508,37492.723,17483.682
2411,1604.0463,39427.105,18122.01
2412,1598.1747,37714.15,17234.672
2413,1433.626,35079.887,17004.445
2414,1385.8826,38654.156,17074.727
2415,2037.1295,39935.46,18030.7
2416,1632.8735,39591.39,18655.451
2417,1671.3546,39439.47,17016.344
2418,1583.4319,37705.65,17438.414
2419,1555.2823,39659.613,18284.676
2420,1761.532,37825.074,16932.17
2421,1106.9342,36681.72,16950.027
2422,2106.7239,39845.426,18158.867
2423,1930.2076,39323.527,17789.219
2424,1795.8956,36227.227,16924.764
2425,1766.7986,39263.77,18163.635
2426,1895.8184,37650.418,17290.102
2427,1915.3147,36033.17,17476.117
2428,1662.4363,38349.574,17619.771
2429,1091.0111,39914.08,18294.709
2430,2301.2588,39801.492,17258.086
2431,1260.1802,37552.395,17513.31
2432,1503.6168,37349.91,16373.101
2433,1741.5629,38285.254,17046.818
2434,1501.4685,39845.48,17392.918
2435,1514.5743,37525.84,16752.557
2436,1483.5348,39310.44,17672.738
2437,1543.8696,38625.582,17499.371
2438,1616.9507,37804.64,17765.562
2439,1197.561,37865.652,16907.838
2440,1862.1005,40037.48,17916.914
2441,1798.279,41042.09,17892.135
2442,1807.3315,40010.37,18218.658
2443,1249.9349,37886.816,17532.232
2444,1874.4618,38397.363,17111.514
2445,1597.286,39441.656,16878.312
2446,1948.9099,36719.082,17759.97
2447,1814.4247,39441.312,17475.559
2448,960.71216,40312.61,18629.518
2449,1644.7437,37480.676,15979.455
2450,2047.4963,38929.594,17433.174
2451,1252.1102,35224.8,16933.682
2452,1441.271,39260.11,18219.486
2453,1390.373,34924.76,16006.266
2454,2203.0615,38077.168,16589.756
2455,1264.1802,37264.67,16857.863
2456,1786.6404,37307.145,16398.457
2457,1179.105,38194.84,18013.816
2458,1658.8033,36052.004,16531.4
2459,2041.6509,38731.1,18041.238
2460,1319.2894,36596.094,16483.148
2461,2280.208,38966.203,17618.541
2462,1599.6747,36501.445,17342.2
2463,1344.6354,39399.13,17254.41
2464,1535.5337,37857.723,17172.271
2465,1803.8153,40482.727,17722.861
2466,1136.5547,37959.926,17020.924
2467,1269.311,38180.88,18010.213
2468,1600.671,40119.47,18123.012
2469,1573.0393,38276.03,17280.355
2470,1229.1648,38007.805,17196.36
2471,952.97974,36616.812,16872.352
2472,1396.6691,39493.57,17417.123
2473,1648.4669,37403.34,17989.559
2474,1288.4185,38487.93,18022.455
2475,1539.5026,38335.766,18033.314
2476,1832.3394,38002.258,16731.445
2477,1422.2544,35622.203,16568.654
2478,1537.3755,40910.58,18851.066
2479,1684.6034,37942.04,18180.62
2480,1372.3685,37191.01,16671.482
2481,1471.4858,38296.117,17834.998
2482,1611.2306,37196.117,17077.395
2483,1398.4667,35261.785,16705.441
2484,1084.1975,37648.082,16551.29
2485,1667.7174,36741.277,16924.758
2486,1341.6226,39007.52,17485.883
2487,1791.0521,39644.297,18381.822
2488,1994.6576,37296.176,17507.836
2489,1953.202,37551.934,18054.496
2490,1705.1824,37309.785,17630.76
2491,1223.0454,36855.68,16869.555
2492,1814.7188,39317.87,16923.188
2493,1560.6802,36736.125,16511.943
2494,1652.8492,38785.34,17611.658
2495,1858.8845,36681.703,16986.35
2496,1363.9868,39802.902,17093.445
2497,1763.7861,40021.02,18578.926
2498,1128.8684,38430.387,17431.756
2499,1700.8047,37298.598,16731.77
2500,1802.4243,39874.176,17031.584
2501,1583.149,38086.88,18439.783
2502,1247.3156,38970.285,18037.484
2503,1558.2002,38082.355,17065.945
2504,1834.0977,38833.355,17686.482
2505,1344.0684,37409.99,16771.205
2506,1574.4958,37908.613,17687.82
2507,1777.4816,37437.44,16506.441
2508,1590.2134,40462.953,17586.768
2509,1574.2709,36410.242,17689.273
2510,1846.9116,39936.29,18234.168
2511,1491.3562,37761.074,17919.713
2512,1740.0775,36123.24,17626.242
2513,1370.3995,39056.074,18399.184
2514,1717.1338,39287.59,17272.355
2515,1941.1289,39378.86,17866.006
2516,2127.9268,38570.49,17218.518
2517,1984.6721,37771.39,16680.818
2518,1812.4344,39952.027,17796.57
2519,994.6366,39137.5,18286.076
2520,1426.7031,38540.094,17943.4
2521,1932.3892,37401.414,17065.455
2522,1912.8563,40214.02,18126.748
2523,1459.2961,37745.805,16934.096
2524,1438.2689,38878.586,17831.053
2525,1894.8108,40980.22,19274.164
2526,1670.6619,38840.99,16708.062
2527,1942.2205,38622.33,17158.8
2528,1259.5377,39182.797,17080.352
2529,1984.5045,37220.613,16800.53
2530,1606.468,37995.09,17008.057
2531,1753.6108,38873.29,18341.523
2532,1846.0806,40012.52,17602.088
2533,1890.3477,39617.375,17149.143
2534,1373.6453,39867.69,17251.867
2535,974.60364,36919.145,16305.639
2536,1759.4788,38954.816,17416.52
2537,1599.5226,35594.453,16756.63
2538,1449.3861,36398.402,17292.99
2539,1700.8945,38075.414,17291.445
2540,1191.5919,41059.086,18214.145
2541,1529.7303,39033.938,17288.879
2542,1756.9594,40170.566,18535.338
2543,2207.648,35702.86,16604.822
2544,2018.4448,39823.016,17675.227
2545,1462.849,37498.48,17353.572
2546,1299.4093,39271.137,18734.79
2547,1404.2753,40633.34,18204.127
2548,1379.7874,38916.633,17648.492
2549,1410.5588,40603.383,18068.906
2550,2115.7783,38970.625,18176.33
2551,1633.5656,39154.957,17735.084
2552,1954.6674,38877.95,17666.043
2553,1370.6039,38723.258,17653.518
2554,1799.0703,39355.473,18285.578
2555,1594.3195,36973.51,16772.975
2556,1650.7974,36547.246,16583.402
2557,1422.4402,39071.543,16576.75
2558,1968.3381,39146.28,17851.742
2559,1877.2157,38836.684,18187.16
2560,1969.1797,38840.42,17097.092
2561,1577.38,37640.973,16449.951
2562,2044.2422,37822.805,17505.94
2563,1104.5602,35016.668,16583.61
2564,1725.7119,40463.14,18409.053
2565,1789.6383,40581.39,17570.812
2566,1746.5552,38749.145,18180.098
2567,2011.9445,37817.617,16759.156
2568,1706.8906,39561.977,17647.512
2569,1967.3984,39237.316,17746.367
2570,1857.1372,37169.383,17402.18
2571,1472.6824,37729.23,16892.533
2572,1556.8419,38081.86,16951.607
2573,1791.2075,38374.074,18003.885
2574,1146.9475,39166.047,17552.77
2575,1502.5375,37625.207,16941.043
2576,1266.2893,38187.977,17354.967
2577,1578.7229,39608.008,18051.336
2578,1236.1056,39288.387,17783.043
2579,1239.1934,37102.95,17598.928
2580,1213.071,36664.297,17266.191
2581,1487.1499,37591.316,17848.102
2582,1650.6372,35170.637,15778.647
2583,1267.8712,38749.113,17067.924
2584,1420.2792,39339.258,17548.143
2585,1564.0603,39853.64,18148.025
2586,1464.7554,38750.945,17839.637
2587,1847.3455,38986.254,18470.322
2588,1521.4701,39915.547,17381.723
2589,1740.3875,38577.59,17960.871
2590,1177.774,34945.953,16952.74
2591,1529.747,37549.176,16398.514
2592,1516.5312,38462.445,17751.617
2593,1138.9348,35378.88,16538.805
2594,1794.9414,38260.89,17278.799
2595,1325.7489,38774.89,18385.924
2596,1760.9427,39741.645,17846.662
2597,1898.8901,37191.516,16642.336
2598,1357.1041,38863.62,17832.334
2599,2143.307,39484.293,18472.764
2600,1676.0157,38718.625,18321.34
2601,1759.4272,38370.297,18249.656
2602,1270.1078,36597.59,17717.95
2603,1995.26,37273.38,16860.566
2604,1830.1794,37301.234,17492.074
2605,2179.704,37869.93,16954.875
2606,1496.0695,38300.645,17981.84
2607,1271.7979,38812.465,17830.889
2608,1599.3605,38874.29,17418.146
2609,1705.1256,39008.7,18253.258
2610,1536.1628,38503.316,18107.201
2611,1280.9978,38219.105,17360.816
2612,1814.015,38122.543,17319.473
2613,1163.61,39397.52,16766.863
2614,1313.2242,39863.176,18513.414
2615,1534.3337,40120.746,18195.543
2616,1528.5735,39040.08,17494.867
2617,1616.2812,39131.547,18312.156
2618,1796.3262,39206.41,18132.45
2619,1507.9152,39060.25,17447.033
2620,1811.1471,38319.043,17276.986
2621,1228.623,38060.293,17201.553
2622,1273.9874,39931.79,17923.586
2623,1429.5302,40463.246,18531.697
2624,1828.856,38291.855,17225.36
2625,1408.5873,39487.805,17565.861
2626,1448.5581,38484.188,18838.035
2627,1521.8612,35966.027,16682.107
2628,2400.1335,36571.7,17123.215
2629,1663.8652,37959.85,16849.416
2630,1870.3756,39497.05,18512.697
2631,1845.351,38561.14,17220.615
2632,1543.9146,38406.176,17563.232
2633,1086.8428,38502.156,17743.652
2634,1909.2324,37007.492,17511.023
2635,1494.1642,37646.008,16840.576
2636,1506.7921,39933.047,17439.564
2637,1530.2352,38594.14,17204.936
2638,1479.5486,39195.465,17871.852
2639,1561.0093,38032.535,17225.336
2640,1117.4326,38691.65,17454.758
2641,2022.9783,38708.88,16988.383
