Seed,Nearest A1,Furthest A1,Average A1,Nearest A2,Furthest A2,Average A2,Nearest A3,Furthest A3,Average A3,Nearest B1,Furthest B1,Average B1,Nearest B2,Furthest B2,Average B2,Nearest B3,Furthest B3,Average B3,Nearest C1,Furthest C1,Average C1,Nearest C2,Furthest C2,Average C2,Nearest C3,Furthest C3,Average C3,Overall Nearest,Overall Furthest,Overall Average
339570204,330.55215,16664.832,7936.0957,1155.4927,20209.166,7917.049,2827.0273,41096.37,16615.15,339.97147,18184.855,8283.904,1017.9934,45150.81,20323.459,4140.4355,68717.055,28223.61,688.1423,17223.771,6855.119,671.2177,25782.041,11007.98,2549.4182,44399.312,18735.293,1524.4722900390625,33047.578125,13988.62890625
343320609,1069.9609,15432.982,6765.761,619.6495,17430.34,8580.286,1910.011,30202.645,10891.055,1463.3335,20957.219,11190.333,1689.6555,44203.883,20833.436,1465.3127,61913.367,24633.268,851.5642,13715.953,6762.1787,775.8431,33283.785,13835.699,3510.4963,53123.2,22293.094,1483.980712890625,32251.486328125,13976.123046875
345840773,769.3411,15507.354,7580.489,557.71387,18983.62,7841.891,1274.1276,39799.05,17266.883,255.08127,19468.158,8411.634,1216.9216,39569.996,16018.534,4470.5713,53166.99,27252.746,512.4438,17579.795,7615.139,1022.094,35956.426,11277.393,4109.645,52232.113,22442.207,1576.437744140625,32473.72265625,13967.435546875
347093438,493.94028,16566.104,7217.878,1560.7474,16339.449,8359.521,2578.6343,38407.305,14965.141,1756.154,20287.234,9746.547,1241.7163,51274.504,22030.768,4591.075,52560.4,27871.115,1134.0243,16244.473,7404.956,564.9411,16509.924,7976.9385,1450.505,51168.246,19521.252,1707.9708251953125,31039.73828125,13899.3466796875
349583096,1356.4948,13894.288,6914.2856,1114.1251,20536.166,9252.843,1723.4113,43645,18023.58,1740.1893,23144.178,12285.886,2608.3708,43446.49,19432.16,1990.9056,56179.63,24795.883,728.594,15624.009,6478.3823,2058.9001,19426.932,9390.153,1200.755,39902.75,19013.346,1613.52734375,30644.3828125,13954.0576171875
349587877,1373.924,17515.895,7703.271,1034.111,20951.855,9349.598,1875.2468,36432.496,15295.684,777.9946,21317.506,9497.447,2577.6316,48230.145,20576.941,1990.9056,75267.56,25621.797,1197.0852,13175.505,6455.0757,1527.962,29362.148,11310.498,2513.823,39117.207,17626.8,1652.075927734375,33485.58984375,13715.234375
351896558,1012.4505,15279.313,7806.7744,351.33493,20732.938,8741.18,1576.9208,34614.117,16175.711,1600.817,21897.111,10248.567,968.9345,43559.43,19783.324,891.37085,49015.164,25593.912,511.36172,15889.105,7394.2764,454.28558,28892.264,11261.472,1311.4471,42695.617,17645.357,964.3247680664062,30286.1171875,13850.0634765625
357365323,1343.4846,15897.368,7320.24,1663.0681,19365.258,9308.391,1910.011,45194.82,16754.578,1150.2795,21976.7,10245.425,890.75684,51114.562,20735.49,2581.101,51360.74,20217.703,1656.6797,17130.07,7482.8823,1066.588,18697.203,10018.521,1977.2585,57588.594,23400.857,1582.1363525390625,33147.2578125,13942.6767578125
357818728,1519.9717,14514.35,7458.376,703.5761,18802.312,8688.518,1671.031,37793.848,14761.495,917.72156,22220.617,7834.638,968.9345,35761.36,15212.632,3513.7537,75371.06,31273.838,998.1977,16549.602,6846.4614,1196.3754,39808.754,13118.455,1097.6418,60506.223,19772.867,1398.578125,35703.125,13885.2529296875
364984121,751.2014,18819.26,7398.69,557.71387,14431.847,7450.9976,1875.2468,41891.746,18376.943,2303.9524,18208.188,8610.1455,1900.9497,30713.322,14488.505,1328.9396,72107.414,28016.818,773.0369,15597.943,7080.9136,334.128,19117.625,9569.682,986.3714,42737.55,18504.344,1201.2822265625,30402.765625,13277.44921875
371567844,547.3311,14939.843,6756.9326,696.6657,20179.242,8205.496,2463.573,40975.934,16872,1311.4615,20253.107,9613.559,1230.5092,33424.49,14505.447,1387.2133,92692.01,30911.043,1197.0852,12550.267,6216.171,1518.995,32184.246,13453.277,1311.4471,38099.27,17023.303,1296.03125,33922.046875,13728.5810546875
373061465,973.90375,17383.79,7734.884,1201.923,17595.97,8461.8545,2439.0034,36414.01,14991.214,549.55743,19992.771,8863.21,606.462,45578.19,19388.062,1990.9056,66253.91,30234.727,1382.7338,19704.717,7239.709,1574.8005,18276.234,9162.185,1097.6418,54471.426,19985.816,1312.992431640625,32852.3359375,14006.8515625
379632453,1262.5984,17672.371,8689.622,649.6769,18912.816,8768.959,1272.7865,25579.91,12376.672,261.48605,25055.42,9884.994,968.9345,44303.83,19649.795,2358.938,92460.66,32275.545,1165.9747,15269.788,6140.6206,671.2177,17910.885,8770.228,986.3714,38468.34,17761.242,1066.442626953125,32848.22265625,13813.0751953125
380105927,893.07623,15667.393,7740.459,1368.2708,17307.65,8441.184,1523.7686,26740.137,10821.547,959.705,20218.967,9787.502,1216.9216,39573.87,18263.72,2690.4653,49107.758,26918.467,795.426,21616.416,8566.602,1022.094,40895.105,11429.782,1450.505,45274.22,23008.066,1324.4703369140625,30711.279296875,13886.3701171875
380412201,652.8713,16030.612,6889.025,854.38324,18680.457,9338.752,1720.205,40189.953,19204.367,547.1742,20695.55,10798.05,1447.9717,53651.56,23383.02,1844.9999,89961.59,26042.166,1557.7852,13746.156,6153.774,1159.2706,26023.906,10213.632,986.3714,27675.854,13573.322,1196.7813720703125,34072.84765625,13955.123046875
383228540,751.2014,13983.858,6855.962,1343.4896,18191.963,8293.317,2846.3281,35157.664,17683.004,902.25964,20898.865,9736.1045,1216.9216,30808.596,15011.36,4985.328,66777.27,28786.666,321.70465,15948.036,8137.8584,1527.962,33205.78,11707.357,1123.5166,55557.87,19396.56,1668.7457275390625,32281.1015625,13956.4658203125
387332890,335.45334,15432.982,6766.483,811.4981,17953.375,8301.899,1014.02203,30688.896,16006.475,1074.1724,17228.61,8993.857,2899.856,44567.777,19094.586,3343.878,56637.848,27589.166,813.4327,19627.518,8866.005,602.99927,19780.244,9803.605,3036.3464,45002.746,19498.36,1547.9620361328125,29657.77734375,13880.048828125
392291757,1356.4948,17777.732,7334.6167,1186.4346,17826.63,7865.161,1394.273,34814.656,14559.773,1528.2869,21491.443,10234.33,712.7649,39701.645,15936.415,2262.206,74017.01,33252.84,321.70465,15791.877,6923.1123,1349.9181,19171.566,9424.639,1450.505,58580.375,20252.752,1284.73193359375,33241.4375,13975.9599609375
395920780,918.49664,18150.572,8167.259,1412.7837,19621.855,9407.953,3454.9507,38737.55,19992.758,1138.8625,17479.79,9477.45,712.7649,40974.906,17905.512,2995.4565,60616.227,23210.479,1093.6432,13772.822,5912.6353,671.2177,34576.566,11775.728,2188.3027,47110.43,19769.63,1620.7198486328125,32337.857421875,13957.7119140625
402522659,1069.9609,16355.112,8249.978,703.5761,18202.342,9965.779,659.0697,30202.645,13363.327,549.55743,20695.55,10304.521,1269.4421,43247.566,15765.868,4213.155,50633.137,24857.393,773.0369,19627.518,8044.1826,564.9411,41247.055,10990.817,2264.8074,53855.832,24413.904,1340.8385009765625,32674.083984375,13995.0859375
402716680,1198.2035,15260.553,6457.834,451.2671,19973.623,7856.57,1576.9208,40566.582,16081.4,255.08127,20613.416,8830.748,3019.665,49434.105,19761.871,4992.291,80786.26,32778.02,512.4438,11118.99,4868.826,602.99927,16881.465,6911.97,986.3714,54662.27,17550.945,1510.58251953125,34366.36328125,13455.353515625
405675271,1558.1854,18819.26,8591.257,1343.4896,13556.746,6155.2085,1671.031,39033.07,16826.975,552.7892,20083.03,8786.239,3481.0015,34021.996,17923.902,1328.9396,55721.625,28935.807,706.2723,16087.977,6479.3447,1159.2706,21036.65,9947.561,2639.7498,44356.844,21254.95,1604.525390625,29190.798828125,13877.916015625
407007740,1198.2035,14230.885,7442.362,451.2671,18680.457,8535.502,1394.273,30978.031,13258.703,1171.5657,18960.504,9243.101,1447.9717,40812.723,17661.232,1304.2383,52900.45,25797.334,844.43695,15105.98,8150.4233,586.8859,19337.014,9802.275,2206.369,41808.13,20933.965,1178.3568115234375,28090.462890625,13424.98828125
411735606,1198.2035,15961.39,8228.254,1570.7751,20179.242,8619.064,1906.7668,38125.254,19428.05,1146.6317,20623.045,10620.662,1269.4421,47535.19,14796.075,2262.206,46151.594,25406.482,746.68866,14511.378,6816.218,602.99927,17701.66,8140.2046,1123.5166,56413.46,23756.436,1314.13671875,30800.24609375,13979.0498046875
412241748,992.94543,15747.977,7228.848,1581.6572,17622.717,6983.3696,2501.2803,35045.363,16491.793,1122.4589,19899.555,9603.327,712.7649,48458.285,20611.352,2577.9634,58743.598,25464.076,1697.1166,19458.973,7395.7563,832.5928,35973.72,10456.382,3906.2458,53215.395,21574.195,1769.447265625,33796.17578125,13978.7890625
415898867,1548.175,18819.26,8472.434,1899.7556,18532.465,9553.385,1014.02203,36170.438,15890.439,1311.4615,19992.771,8551.273,3059.5037,45479.26,18649.959,2587.4912,52900.45,21129.176,1162.6338,16859.814,7621.9995,1317.1896,26944.969,10901.77,1167.6167,44326.42,23158.803,1674.2054443359375,31113.982421875,13769.9150390625
416466743,697.2505,17380.713,7686.7314,1299.5979,20179.242,8669.914,1614.773,27342.527,14153.902,1170.2863,21710.213,10159.249,3059.5037,42555.09,20096.87,1328.9396,56692.4,24807.438,1394.6976,15948.036,7614.511,1182.2478,38463.44,13797.571,1333.807,43261.74,18186.3,1453.4559326171875,31503.7109375,13908.0537109375
419085419,697.2505,13991.45,7008.5933,1473.8771,18637.096,8701.941,1671.031,41087.066,18942.977,1212.2782,22220.617,10795.292,1689.6555,37339.926,15563.027,2995.4565,63193.715,27284.791,512.4438,16143.754,7380.8066,602.99927,31788.447,9588.634,1333.807,41493.105,18810.045,1354.31103515625,31766.130859375,13786.234375
419227304,563.0569,13643.854,7023.225,342.22363,14585.292,7801.2446,2319.7395,39785.773,16023.047,1081.1431,21897.111,10129.621,712.7649,43280.344,19928.754,3229.928,51435.254,24318.344,883.8408,15136.449,6797.7285,875.2562,38815.547,13317.061,1097.6418,44142.71,17278.957,1233.9549560546875,31413.59375,13624.2197265625
420689000,524.95953,15375.296,5955.209,854.38324,17093.727,7736.418,1274.1276,45928.906,17413.164,1757.5459,23768.008,11295.437,2146.3618,47938.996,20997.303,2358.938,47815.133,22544.139,828.523,15606.281,7342.444,334.128,19573.846,9004.102,1097.6418,42532.523,22558.893,1241.845458984375,30625.857421875,13871.900390625
423280482,335.45334,15315.055,6604.5923,696.6657,19883.38,8381.439,2215.7761,39965,14020.756,1311.4615,18586.527,9063.8955,1369.3704,53651.56,22208.139,2577.9634,48800.434,24609.803,856.1386,16549.41,7142.358,1022.094,43494.76,15935.183,2685.5198,40714.605,17360.758,1452.271484375,32995.63671875,13925.2138671875
423353582,427.66837,12948.383,6097.461,696.6657,19547.885,9017.603,2080.4082,47260.816,20289.729,321.58444,23722.297,11215.673,1666.484,28102.416,12753.711,2537.2622,59994.71,26748.71,851.5642,17042.797,7401.1133,1890.3734,20475.723,9941.67,2030.6786,55557.87,22036.145,1389.187744140625,31628.099609375,13944.646484375
430373100,335.45334,17672.371,6960.81,1368.2708,16263.151,7835.2173,2597.633,38957.92,20946.627,2061.731,23426.777,9467.737,2119.3523,45578.19,20243.852,2358.938,61913.367,26145.996,1473.6243,14807.697,6128.434,564.9411,18343.736,9255.268,1123.5166,36368.652,15003.419,1555.9400634765625,30370.20703125,13554.1513671875
437996070,548.08777,17138.434,9061.85,2307.9314,18175.807,9272.621,2470.706,41494.113,17599.904,2027.3472,23426.777,11877.1455,1216.9216,31334.822,13218.3955,5010.6577,69154.6,26568.316,1093.6432,16549.602,8598.346,2078.7393,27489.312,10694.487,2030.6786,43807.17,16583.031,2087.1904296875,32063.404296875,13719.34375
440222476,893.07623,15396.673,7574.851,758.795,14585.292,7192.7944,1614.773,38921.56,16659.889,1239.4778,20222.064,9516.897,2218.794,45991.78,20429.152,1465.3127,45334.223,25306.736,1127.7146,16256.092,7542.9673,508.18198,19617.445,10505.295,1708.9337,43775.785,19031.756,1281.6732177734375,28900.1015625,13751.1484375
440486292,1687.5382,17604.969,8382.405,1581.6572,16776.836,7933.473,544.84625,29328.31,12341.826,1334.9386,22220.617,10066.478,2568.4182,44856.902,21141.094,891.37085,57533.27,27826.998,1134.0243,15519.927,7313.2686,334.128,18155.229,8131.9326,1450.505,59024.82,22541.098,1280.8251953125,31224.54296875,13964.2861328125
441078836,548.08777,17692.71,8376.434,884.71405,19973.623,10384.663,1167.325,28030.934,14656.999,761.35205,19763.408,10143.719,1590.8347,34891.215,16917.914,2587.4912,53231.336,23783.018,892.31244,15441.647,7085.467,1066.588,24675.188,11067.673,1818.2278,55306.918,19885.777,1257.43701171875,29889.6640625,13589.0732421875
444498072,1002.7733,15705.665,6781.6763,1986.7668,18847.377,8579.51,1855.2261,35461.992,17614.824,1138.8625,19784.031,8961.218,1241.7163,43011.918,14094.868,842.09644,59291.61,31273.736,851.5642,15526.449,6408.956,1086.0594,38537.977,12721.499,986.3714,45979.6,18478.27,1221.270751953125,32460.736328125,13879.3955078125
448718913,1146.458,14705.522,6943.62,1237.2297,19276.033,8929.248,659.0697,39105.43,21682.322,1982.6249,20274.857,10427.674,749.1073,43193.38,19523.36,2587.4912,55935.38,23672.61,952.7228,16577.023,7403.663,586.8859,33194.11,10236.697,1708.9337,50285.21,16871.205,1290.05810546875,32505.216796875,13965.599609375
450107962,1562.7653,13890.212,6711.4478,351.33493,19547.885,8525.835,3448.688,37793.848,18981.025,1067.9817,19140.883,9482.365,968.9345,55305.9,19753.502,1328.9396,56330.05,25383.236,1138.7345,15779.62,8121.3237,875.2562,19109.424,9013.907,1123.5166,50246.684,19980.71,1318.4613037109375,31904.9453125,13994.8173828125
451130773,548.08777,17695.92,8003.369,342.22363,17322.014,8304.592,2790.1309,43111.03,15946.912,1017.8946,20524.332,9273.34,1017.9934,44150.008,17117.432,3634.073,69125.28,28706.135,1598.3036,16643.357,7263.223,1260.1747,24247.889,8568.039,1123.5166,49787.914,22511.639,1481.3775634765625,33623.08203125,13966.0751953125
454621840,693.6214,16030.612,6800.1714,1299.5979,17209.932,8324.806,4687.671,46774.83,20943.822,761.35205,16279.335,7427.5347,3059.5037,42483.926,18196.607,891.37085,66258.46,27673.912,580.56116,16958.576,7171.0903,1066.588,18120.977,8167.687,2821.3774,51014.227,20875.207,1762.40478515625,32347.875,13953.4267578125
455817872,329.4593,13605.226,5306.4546,342.22363,17595.97,8332.062,3226.759,35647.164,17192.016,902.25964,20222.064,10099.52,1241.7163,31068.262,9749.803,2587.4912,83474.55,28207.014,511.36172,15056.699,6714.1206,1022.094,45069.88,15725.141,3687.7617,43817.516,23257.105,1539.0140380859375,33950.8125,13842.58203125
457406609,973.90375,13963.721,6819.9365,1380.636,15769.043,8511.01,1523.7686,36250.47,19744.654,1225.2014,21311.756,10777.113,3019.665,38566.79,17928.447,3716.221,72364.59,28171.025,728.594,14228.068,6906.4355,1766.7058,19101.365,8080.5566,2796.603,38475.555,18836.27,1903.4776611328125,30003.484375,13975.0498046875
457724937,1548.175,17515.895,7773.8076,497.27368,21288.025,9167.09,2790.1309,37414.6,15489.518,547.1742,22568.342,9747.743,2942.9421,38045.2,16306.863,1328.9396,52900.45,22843.406,1265.5569,16549.41,8051.4995,722.4502,29362.148,12112.735,4220.0083,52887.367,23242.922,1762.5167236328125,32059.048828125,13859.509765625
460293335,894.1784,18150.572,7054.107,557.71387,18637.096,9016.963,1855.2261,32643.75,13232.328,958.8557,22372.73,11806.072,3548.8755,33405.258,17765.82,1465.3127,51861.348,26932.426,1430.9918,13458.022,6496.744,564.9411,25782.041,11580.172,2485.1135,55306.918,22075.096,1529.023193359375,30179.748046875,13995.525390625
461468258,427.66837,13890.212,6932.331,557.71387,16298.42,7254.2964,1394.273,41702.098,20697.729,499.2147,14999.592,7884.596,3734.9883,40648.52,19570.955,2548.4824,43748.05,22999.502,771.57196,17134.814,9180.736,2078.7393,24620.65,10201.926,1333.807,37070.707,17359.45,1482.9398193359375,27790.33984375,13564.61328125
461479979,493.94028,14759.885,7388.9077,943.2643,16263.151,7220.975,1854.4846,30518.865,15151.178,552.7892,23799.902,9673.282,890.75684,42255.543,18637.863,891.37085,50968.285,27477.402,736.7304,16577.023,6872.437,334.128,20386.771,10094.555,3724.8743,43536.457,22275.111,1158.03759765625,28785.09765625,13865.74609375
465568718,1120.8092,18202.07,8629.116,451.2671,16802.053,9001.149,1274.1276,32596.242,12414.842,1239.4778,19673.188,6914.7495,1216.9216,44186.605,18895.234,1304.2383,52111.598,27102.748,490.6575,17042.797,7106.5527,564.9411,43613.094,17910.273,1708.9337,43775.785,17053.602,1041.2637939453125,32000.380859375,13892.029296875
466011388,1566.7634,17504.29,8003.742,1831.6329,19757.854,9304.803,1614.773,34729.203,14777.333,1122.4589,19610.074,10151.977,1269.4421,48055.566,21834.412,3229.928,57753.027,26531.414,511.36172,18743.652,7002.396,1066.588,30278.049,13373.064,1450.505,28727.387,14243.904,1518.1614990234375,30573.234375,13913.671875
467117453,921.4891,16545.117,7170.9673,1936.61,16776.836,8541.477,544.84625,38705.227,17256.879,1171.5657,20791.795,9987.495,606.462,32098.168,14061.605,842.09644,45744.754,24273.055,1382.7338,13250.713,6561.8076,1259.9363,36475.516,12638.977,2420.5664,58309.465,24256.791,1231.811767578125,30966.3984375,13861.005859375
471497781,1569.9692,15698.345,7830.9014,758.795,19071.697,9650.826,1523.7686,33168.258,14862.975,445.51532,20695.55,10601.343,749.1073,44798.043,19590.08,1328.9396,54230.805,24540.432,773.0369,17552.303,6722.7817,739.2845,31103.926,10940.358,1818.2278,45274.22,19284.322,1078.5159912109375,31288.126953125,13780.4462890625
472270159,524.95953,14832.277,5957.3506,849.7856,14579.44,5765.827,1614.773,36414.01,15985.381,1586.328,22503.828,8491.775,3059.5037,48055.566,19892.863,2358.938,70696.53,27839.371,971.1088,19627.518,8118.766,586.8859,16509.924,8096.266,2805.7783,59665.906,24467.91,1595.340087890625,33653.890625,13846.16796875
474007578,1186.5796,17692.71,7753.4243,811.4981,19365.258,9331.816,1274.1276,38151.043,16804.715,255.08127,21978.744,9386.426,606.462,48106.004,20032.205,1243.4435,47672.688,21652.293,490.6575,13016.6,6812.8887,586.8859,27282.236,9778.047,1698.2302,50397.62,22853.148,905.8850708007812,31518.099609375,13822.7734375
474702053,973.90375,18150.572,7919.416,1186.4346,19906.377,6772.0566,2689.1074,36844.61,14652.404,261.48605,20436.39,9637.834,1490.9121,45578.19,22357.729,842.09644,76346.984,27109.283,1850.89,19704.717,9247.667,602.99927,18276.234,8068.1963,2685.5198,42343.023,17806.879,1398.14990234375,33065.234375,13730.1630859375
477241809,654.10675,15979.184,7199.722,1576.9539,19310.277,8955.002,2049.2893,37831.355,17479.367,1463.3335,19088.992,9603.947,1590.8347,44710.523,19946.99,3229.928,68644.68,27467.219,1265.5569,13678.704,6954.7803,602.99927,19252.334,8410.717,1450.505,45457.508,19064.055,1542.6119384765625,31550.39453125,13897.9775390625
479935677,1069.9609,15415.359,7591.5537,1100.4468,16067.008,6645.8887,2801.4956,40237.1,18121.643,549.55743,18469.37,8690.094,1302.4413,43486.59,18182.67,3229.928,79310.266,28551.678,1049.1567,13414.902,6903.446,2284.1716,39207.69,16085.93,1097.6418,34628.133,14983.14,1609.4222412109375,33359.6015625,13972.8935546875
480197428,973.90375,17695.92,7437.9375,1560.7474,19621.855,8510.749,1274.1276,26555.91,13068.864,1017.8946,21555.986,9848.981,2146.3618,47778.836,21975.053,4591.075,51404.453,27689.215,1271.3473,16436.291,8743.812,1267.9215,19101.365,9614.396,986.3714,37851.03,17983.684,1676.638916015625,28666.849609375,13874.7431640625
489081655,1170.9868,17034.748,7748.861,758.795,14865.337,6838.268,1167.325,45603.516,21519.26,958.8557,20471.36,10221.109,1590.8347,47938.996,17761.047,2577.9634,65247.484,23659.469,1752.3456,17393.756,8803.875,739.2845,38463.44,9295.643,2030.6786,39738.73,18264.66,1416.341064453125,34084.15234375,13790.2431640625
496281545,524.95953,15055.35,6933.094,1368.2708,17862.535,7941.9087,3158.131,38359.652,18527.516,321.58444,20471.36,10008.991,1302.4413,46145.523,18051.602,1990.9056,46151.594,22379.041,892.31244,18140.7,8747.866,1361.4005,40036.605,11944.05,1123.5166,55087.223,21096.205,1338.169189453125,33034.50390625,13958.9189453125
499108517,697.2505,17393.574,8631.862,1913.3164,18874.148,8389.45,1723.4113,33514.426,16398.639,1586.328,20513.162,10392.513,3019.665,45820.28,20210.414,1990.9056,70059.695,26634.145,771.57196,14940.1875,7670.8135,1196.3754,20267.658,8755.556,2821.3774,43747.125,18086.475,1746.6890869140625,31681.140625,13907.7626953125
501317038,427.66837,16485.434,7261.4585,849.7856,20536.166,8207.695,2080.4082,33044.125,14266.449,1138.8625,19277.824,9082.301,1230.5092,42206.582,19530.916,2358.938,68717.055,28089.742,580.56116,17042.797,6891.9126,1353.4342,16044.411,8263.986,2734.9644,56078.477,23466.014,1417.23681640625,32159.20703125,13895.6083984375
501742831,693.6214,15375.296,7737.5547,351.33493,14479.009,7463.355,2080.4082,28248.418,14593.714,1526.8319,16472.588,8434.634,3548.8755,35968.47,16984.764,1328.9396,47755.01,24180.914,1265.5569,15594.502,6896.626,1626.0859,45069.88,17838.133,3510.4963,42268.203,21316.979,1770.239013671875,29025.708984375,13938.51953125
512002261,329.4593,14862.746,7454.1357,849.7856,16398.602,8420.95,2312.62,40343.035,19673.252,261.48605,17176.322,8402.26,1017.9934,36606.53,16901.959,1990.9056,89184.7,29837.746,512.4438,13750.305,5302.5723,832.5928,41503.715,13318.355,1698.2302,37385.45,15695.582,1089.5018310546875,34134.6015625,13889.6455078125
514174446,693.6214,17393.574,7056.179,1159.1472,15367.042,7872.0547,2673.398,40428.117,19053.012,1212.2782,22220.617,10096.158,1230.5092,41934.863,19221.535,1304.2383,54906.23,27915.682,1127.7146,14652.554,6286.2354,832.5928,18903.307,9346.563,2030.6786,40225.72,18509.748,1362.6865234375,29559.11328125,13928.57421875
517501332,548.08777,17138.434,8635.034,497.27368,20224.059,9529.742,1671.031,29547.059,14655.913,1514.4363,23326.291,9633.328,1230.5092,39363.086,18963.459,1990.9056,56285.6,28311.543,851.5642,11057.849,5016.793,1353.4342,25763.307,10423.501,3649.476,42565.656,18573.084,1478.524169921875,29474.59375,13749.1552734375
518408709,1178.1257,15747.977,7266.8936,854.38324,18758.88,8696.292,544.84625,30768.56,14160.844,549.55743,21357.547,10497.683,2939.5356,46483.887,16746.08,2581.101,65485.703,27616.428,773.0369,17836.016,7389.258,564.9411,42808.176,13032.877,2685.5198,44261.22,20280.898,1407.8941650390625,33723.10546875,13965.25
523538018,1413.9237,14705.522,6859.0024,696.6657,19811.977,8296.866,1855.2261,35647.164,15889.29,1334.9386,19661.879,8697.556,1221.0243,40769.703,19333.492,4591.075,60621.49,28106.576,746.68866,15051.341,7441.5576,775.8431,19023.875,9489.289,2639.7498,44067.145,21482.02,1697.2371826171875,29928.8984375,13955.072265625
527766960,547.3311,13064.595,6338.922,451.2671,17272.21,7083.054,1671.031,36211.066,16465.416,2174.8464,19899.555,9503.715,3539.0437,46947.91,20277.094,1304.2383,44910.742,21124.072,1410.9667,14993.297,6938.106,1884.108,33283.785,14140.499,3638.294,54552.95,23210.492,1846.791748046875,31237.345703125,13897.9296875
528149980,609.78754,13494.733,5862.2915,1368.2708,15336.861,7697.658,1523.7686,38148.65,16922.469,1384.54,21976.7,10640.73,1241.7163,36843.48,19434.92,4992.291,61668.047,28165.562,490.6575,18140.7,8277.754,1563.2466,24311.748,9231.862,986.3714,45217.62,17150.328,1573.405517578125,30570.94921875,13709.2861328125
529615175,226.15782,14944.802,7345.0825,1094.3628,20224.059,7820.9893,1671.031,28613.02,11879.589,255.08127,19610.074,9074.941,524.3368,51743.29,22510.844,1387.2133,61387.75,27608.117,580.56116,16436.291,6809.3423,334.128,42330.574,13455.848,1333.807,49426.105,19053.06,822.96435546875,33857.328125,13950.8681640625
531920955,1534.2777,14230.885,7992.7344,1986.583,17953.375,8859.738,1671.031,35419.496,17684.643,827.5637,16053.895,8398.46,2588.0098,46951.402,20927.486,2577.9634,70600.1,28091.791,898.9146,15988.547,7483.4805,334.128,16539.287,7320.395,2639.7498,38955.566,19196.03,1673.1356201171875,30299.171875,13994.97265625
532014862,1105.8313,12947.326,6239.5464,703.5761,17862.535,8015.4365,1720.205,39333.38,15580.61,255.08127,18084.354,7322.556,3963.5967,43770.9,19820.242,1990.9056,57429.047,26422.193,1197.0852,15597.943,6978.9194,508.18198,32185.387,11693.037,2063.4492,53430.42,22439.135,1500.879150390625,32293.4765625,13834.630859375
533581057,226.15782,14705.522,7569.1245,1201.923,19084.467,7395.2856,1984.5232,23101.787,11635.233,1757.5459,23738.834,11832.225,1557.4833,32936.836,17207.945,1990.9056,50720.195,24878.691,580.56116,16436.291,7035.0757,1088.3287,20558.6,10739.934,3952.4705,49867.125,24489.441,1593.3221435546875,27905.517578125,13642.55078125
535300306,1002.7733,15176.314,7351.4287,2154.3875,17998.623,8743.892,2897.8528,36526.9,15749.57,261.48605,23426.777,9536.472,712.7649,43486.59,17711.113,1779.2096,59533.727,28378.45,490.6575,16654.125,7309.9375,1066.588,45888.043,13581.63,2796.603,36482.59,16403.676,1462.4803466796875,32797.078125,13862.9072265625
535484670,1106.0723,16030.612,7776.396,451.2671,19084.467,8487.258,2790.1309,41836.492,19733.465,1081.1431,22778.021,11856.679,1900.9497,48091.086,20676.828,1304.2383,49433.96,21963.47,688.1423,14082.117,6902.3804,586.8859,19337.014,9990.013,2639.7498,35902.516,16233.364,1394.28662109375,29619.587890625,13735.5390625
536083545,1105.8313,18150.572,7786.5835,1097.1079,19757.854,7226.7793,544.84625,38407.305,16698.77,445.51532,17352.492,9108.893,1216.9216,44710.523,18403.97,3967.5981,63195.305,27881.992,1310.4161,15445.338,7721.681,586.8859,28090.035,9811.215,2514.726,42106.418,20801.965,1421.09423828125,31912.87109375,13937.9833984375
537789039,524.95953,15077.324,6771.457,943.2643,19707.936,8458.165,1941.1638,32121.658,14405.912,445.51532,23799.902,11198.181,1447.9717,38099.83,18046.031,2587.4912,68995.11,28629.229,1437.0653,15727.12,6608.149,999.19763,41923.266,11335.293,3687.7617,43931.863,20018.13,1557.154541015625,33264.890625,13941.171875
540274061,706.0527,14615.96,6415.323,944.2869,17135.89,8659.097,1875.2468,40237.1,15417.825,549.55743,19784.031,8328.3545,1241.7163,45479.26,21025.955,1990.9056,79093.336,31447.674,1301.2463,21616.416,9292.825,586.8859,18255.217,8893.772,1123.5166,45404.83,16333.202,1146.6016845703125,33513.55859375,13979.3369140625
541891153,654.10675,13890.212,6713.484,594.3645,17570.027,9063.448,2215.7761,41619.56,21550.275,339.97147,17116.586,7760.543,1945.232,37293.633,14927.957,2450.8687,56692.4,24397.598,890.4636,18743.652,6762.3325,1088.3287,41577.363,12892.92,1698.2302,51945.652,21799.252,1319.7047119140625,32938.78515625,13985.3125
544029792,1377.6078,15483.334,7161.1035,351.33493,16733.303,6980.173,2388.3477,28613.02,14042.533,917.72156,16888.658,7336.082,1302.4413,52451.66,21338.564,2262.206,49304.176,22422.967,512.4438,15597.943,7768.456,602.99927,31103.926,9648.893,1333.807,46408.71,21857.719,1227.6566162109375,30287.19140625,13172.943359375
544992981,1421.1425,15459.525,6996.7446,1316.034,20422.887,9906.393,2673.398,34992.145,16638.07,261.48605,20670.598,10325.765,1017.9934,40587.625,17734.09,3300.6365,42110.85,24703.334,511.36172,14807.763,5832.6987,334.128,18255.217,9319.689,2549.4182,51886.906,22519.686,1487.2886962890625,28799.279296875,13775.1630859375
